 Day of  Day of  Slurry  Slurry  Air    Wall  Floor  Slurry
   68     190   582.8    1.5   20.8   13.8    9.0   21.5
   69     191   591.3    1.5   20.8   13.9    9.0   21.5
   70     192   599.9    1.5   20.8   14.1    9.0   21.5
   71     193   608.5    1.5   20.7   14.2    9.0   21.5
   72     194   617.0    1.5   20.7   14.3    9.1   21.4
   73     195   625.6    1.6   20.7   14.4    9.1   21.4
   74     196   634.2    1.6   20.6   14.5    9.1   21.4
   75     197   642.8    1.6   20.6   14.6    9.1   21.3
   76     198   651.3    1.6   20.5   14.8    9.2   21.3
   77     199   659.9    1.6   20.4   14.9    9.2   21.3
   78     200   668.5    1.7   20.4   15.0    9.2   21.2
   79     201   677.0    1.7   20.3   15.1    9.2   21.2
   80     202   685.6    1.7   20.3   15.2    9.3   21.2
   81     203   694.2    1.7   20.2   15.3    9.3   21.1
   82     204   702.7    1.8   20.1   15.4    9.3   21.1
   83     205   711.3    1.8   20.0   15.5    9.4   21.0
   84     206   719.9    1.8   20.0   15.6    9.4   21.0
   85     207   728.5    1.8   19.9   15.7    9.4   20.9
   86     208   737.0    1.8   19.8   15.8    9.4   20.9
   87     209   745.6    1.9   19.7   15.9    9.5   20.8
   88     210   754.2    1.9   19.6   16.0    9.5   20.7
   89     211   762.7    1.9   19.5   16.1    9.5   20.7
   90     212   771.3    1.9   19.4   16.2    9.6   20.6
   91     213   779.9    1.9   19.4   16.3    9.6   20.6
   92     214   788.4    2.0   19.3   16.4    9.6   20.5
   93     215   797.0    2.0   19.2   16.4    9.7   20.4
   94     216   805.6    2.0   19.0   16.5    9.7   20.4
   95     217   814.2    2.0   18.9   16.6    9.7   20.3
   96     218   822.7    2.1   18.8   16.7    9.7   20.2
   97     219   831.3    2.1   18.7   16.8    9.8   20.1
   98     220   839.9    2.1   18.6   16.8    9.8   20.1
   99     221   848.4    2.1   18.5   16.9    9.8   20.0
  100     222   857.0    2.1   18.4   17.0    9.9   19.9
  101     223   865.6    2.2   18.3   17.1    9.9   19.8
  102     224   874.1    2.2   18.1   17.1    9.9   19.8
  103     225   882.7    2.2   18.0   17.2   10.0   19.7
  104     226   891.3    2.2   17.9   17.3   10.0   19.6
  105     227   899.9    2.2   17.7   17.3   10.0   19.5
  106     228   908.4    2.3   17.6   17.4   10.1   19.4
  107     229   917.0    2.3   17.5   17.5   10.1   19.3
  108     230   925.6    2.3   17.3   17.5   10.1   19.2
  109     231   934.1    2.3   17.2   17.6   10.2   19.1
  110     232   942.7    2.4   17.1   17.6   10.2   19.0
  111     233   951.3    2.4   16.9   17.7   10.2   19.0
  112     234   959.8    2.4   16.8   17.7   10.3   18.9
  113     235   968.4    2.4   16.6   17.8   10.3   18.8
  114     236   977.0    2.4   16.5   17.8   10.4   18.7
  115     237   985.6    2.5   16.3   17.9   10.4   18.6
  116     238   994.1    2.5   16.2   17.9   10.4   18.5
  117     239  1002.7    2.5   16.0   17.9   10.5   18.4
  118     240  1011.3    2.5   15.9   18.0   10.5   18.3
  119     241  1019.8    2.5   15.7   18.0   10.5   18.1
  120     242  1028.4    2.6   15.6   18.0   10.6   18.0
  121     243  1037.0    2.6   15.4   18.1   10.6   17.9
  122     244  1045.5    2.6   15.2   18.1   10.6   17.8
  123     245     8.6    0.0   15.1   18.1   10.7   17.7
  124     246    17.1    0.0   14.9   18.1   10.7   17.5
  125     247    25.7    0.1   14.8   18.2   10.7   17.4
  126     248    34.3    0.1   14.6   18.2   10.8   17.3
  127     249    42.8    0.1   14.4   18.2   10.8   17.1
  128     250    51.4    0.1   14.3   18.2   10.8   17.0
  129     251    60.0    0.1   14.1   18.2   10.9   16.9
  130     252    68.6    0.2   13.9   18.2   10.9   16.7
  131     253    77.1    0.2   13.7   18.2   10.9   16.6
  132     254    85.7    0.2   13.6   18.2   11.0   16.5
  133     255    94.3    0.2   13.4   18.3   11.0   16.3
  134     256   102.8    0.3   13.2   18.3   11.0   16.2
  135     257   111.4    0.3   13.0   18.2   11.1   16.1
  136     258   120.0    0.3   12.9   18.2   11.1   15.9
  137     259   128.5    0.3   12.7   18.2   11.1   15.8
  138     260   137.1    0.3   12.5   18.2   11.2   15.6
  139     261   145.7    0.4   12.3   18.2   11.2   15.5
  140     262   154.3    0.4   12.2   18.2   11.2   15.4
  141     263   162.8    0.4   12.0   18.2   11.3   15.2
  142     264   171.4    0.4   11.8   18.2   11.3   15.1
  143     265   180.0    0.4   11.6   18.1   11.3   15.0
  144     266   188.5    0.5   11.4   18.1   11.4   14.8
  145     267   197.1    0.5   11.3   18.1   11.4   14.7
  146     268   205.7    0.5   11.1   18.1   11.4   14.5
  147     269   214.3    0.5   10.9   18.0   11.5   14.4
  148     270   222.8    0.6   10.7   18.0   11.5   14.3
  149     271   231.4    0.6   10.5   18.0   11.5   14.1
  150     272   240.0    0.6   10.4   17.9   11.5   14.0
  151     273   248.5    0.6   10.2   17.9   11.6   13.8
  152     274   257.1    0.6   10.0   17.9   11.6   13.7
  153     275   265.7    0.7    9.8   17.8   11.6   13.6
  154     276   274.2    0.7    9.6   17.8   11.7   13.4
  155     277   282.8    0.7    9.5   17.7   11.7   13.3
  156     278   291.4    0.7    9.3   17.7   11.7   13.2
  157     279   300.0    0.7    9.1   17.6   11.7   13.0
  158     280   308.5    0.8    8.9   17.6   11.8   12.9
  159     281   317.1    0.8    8.7   17.5   11.8   12.7
  160     282   325.7    0.8    8.6   17.5   11.8   12.6
  161     283   334.2    0.8    8.4   17.4   11.9   12.5
  162     284   342.8    0.9    8.2   17.3   11.9   12.3
  163     285   351.4    0.9    8.0   17.3   11.9   12.2
  164     286   359.9    0.9    7.9   17.2   11.9   12.1
  165     287   368.5    0.9    7.7   17.1   11.9   11.9
  166     288   377.1    0.9    7.5   17.1   12.0   11.8
  167     289   385.7    1.0    7.3   17.0   12.0   11.7
  168     290   394.2    1.0    7.2   16.9   12.0   11.5
  169     291   402.8    1.0    7.0   16.8   12.0   11.4
  170     292   411.4    1.0    6.8   16.8   12.1   11.3
  171     293   419.9    1.0    6.7   16.7   12.1   11.1
  172     294   428.5    1.1    6.5   16.6   12.1   11.0
  173     295   437.1    1.1    6.3   16.5   12.1   10.9
  174     296   445.6    1.1    6.2   16.4   12.1   10.8
  175     297   454.2    1.1    6.0   16.4   12.2   10.6
  176     298   462.8    1.2    5.8   16.3   12.2   10.5
  177     299   471.4    1.2    5.7   16.2   12.2   10.4
  178     300   479.9    1.2    5.5   16.1   12.2   10.3
  179     301   488.5    1.2    5.4   16.0   12.2   10.1
  180     302   497.1    1.2    5.2   15.9   12.3   10.0
  181     303   505.6    1.3    5.0   15.8   12.3    9.9
  182     304   514.2    1.3    4.9   15.7   12.3    9.8
  183     305   522.8    1.3    4.7   15.6   12.3    9.7
  184     306   531.3    1.3    4.6   15.5   12.3    9.5
  185     307   539.9    1.3    4.4   15.4   12.3    9.4
  186     308   548.5    1.4    4.3   15.3   12.3    9.3
  187     309   557.1    1.4    4.1   15.2   12.4    9.2
  188     310   565.6    1.4    4.0   15.1   12.4    9.1
  189     311   574.2    1.4    3.9   15.0   12.4    9.0
  190     312   582.8    1.5    3.7   14.9   12.4    8.9
  191     313   591.3    1.5    3.6   14.8   12.4    8.8
  192     314   599.9    1.5    3.5   14.6   12.4    8.7
  193     315   608.5    1.5    3.3   14.5   12.4    8.5
  194     316   617.0    1.5    3.2   14.4   12.4    8.4
  195     317   625.6    1.6    3.1   14.3   12.4    8.3
  196     318   634.2    1.6    2.9   14.2   12.5    8.2
  197     319   642.8    1.6    2.8   14.1   12.5    8.1
  198     320   651.3    1.6    2.7   13.9   12.5    8.0
  199     321   659.9    1.6    2.6   13.8   12.5    8.0
  200     322   668.5    1.7    2.5   13.7   12.5    7.9
  201     323   677.0    1.7    2.3   13.6   12.5    7.8
  202     324   685.6    1.7    2.2   13.5   12.5    7.7
  203     325   694.2    1.7    2.1   13.3   12.5    7.6
  204     326   702.7    1.8    2.0   13.2   12.5    7.5
  205     327   711.3    1.8    1.9   13.1   12.5    7.4
  206     328   719.9    1.8    1.8   13.0   12.5    7.3
  207     329   728.5    1.8    1.7   12.8   12.5    7.2
  208     330   737.0    1.8    1.6   12.7   12.5    7.2
  209     331   745.6    1.9    1.5   12.6   12.5    7.1
  210     332   754.2    1.9    1.4   12.4   12.5    7.0
  211     333   762.7    1.9    1.3   12.3   12.5    6.9
  212     334   771.3    1.9    1.2   12.2   12.5    6.9
  213     335   779.9    1.9    1.2   12.1   12.5    6.8
  214     336   788.4    2.0    1.1   11.9   12.5    6.7
  215     337   797.0    2.0    1.0   11.8   12.5    6.6
  216     338   805.6    2.0    0.9   11.7   12.5    6.6
  217     339   814.2    2.0    0.8   11.5   12.5    6.5
  218     340   822.7    2.1    0.8   11.4   12.5    6.4
  219     341   831.3    2.1    0.7   11.3   12.5    6.4
  220     342   839.9    2.1    0.6   11.1   12.5    6.3
  221     343   848.4    2.1    0.6   11.0   12.5    6.3
  222     344   857.0    2.1    0.5   10.9   12.5    6.2
  223     345   865.6    2.2    0.5   10.7   12.5    6.2
  224     346   874.1    2.2    0.4   10.6   12.4    6.1
  225     347   882.7    2.2    0.4   10.5   12.4    6.1
  226     348   891.3    2.2    0.3   10.3   12.4    6.0
  227     349   899.9    2.2    0.3   10.2   12.4    6.0
  228     350   908.4    2.3    0.2   10.1   12.4    5.9
  229     351   917.0    2.3    0.2    9.9   12.4    5.9
  230     352   925.6    2.3    0.2    9.8   12.4    5.8
  231     353   934.1    2.3    0.1    9.7   12.4    5.8
  232     354   942.7    2.4    0.1    9.5   12.4    5.8
  233     355   951.3    2.4    0.1    9.4   12.3    5.7
  234     356   959.8    2.4    0.1    9.3   12.3    5.7
  235     357   968.4    2.4    0.0    9.1   12.3    5.7
  236     358   977.0    2.4    0.0    9.0   12.3    5.6
  237     359   985.6    2.5    0.0    8.9   12.3    5.6
  238     360   994.1    2.5    0.0    8.7   12.3    5.6
  239     361  1002.7    2.5    0.0    8.6   12.3    5.6
  240     362  1011.3    2.5    0.0    8.5   12.2    5.6
  241     363  1019.8    2.5    0.0    8.4   12.2    5.5
  242     364  1028.4    2.6    0.0    8.2   12.2    5.5
  243     365  1037.0    2.6    0.0    8.1   12.2    5.5
  244       1  1045.5    2.6    0.0    8.0   12.2    5.5
  245       2  1054.1    2.6    0.0    7.9   12.1    5.5
  246       3  1062.7    2.7    0.0    7.7   12.1    5.5
  247       4  1071.3    2.7    0.1    7.6   12.1    5.5
  248       5  1079.8    2.7    0.1    7.5   12.1    5.5
  249       6  1088.4    2.7    0.1    7.4   12.1    5.5
  250       7  1097.0    2.7    0.1    7.2   12.0    5.5
  251       8  1105.5    2.8    0.2    7.1   12.0    5.5
  252       9  1114.1    2.8    0.2    7.0   12.0    5.5
  253      10  1122.7    2.8    0.2    6.9   12.0    5.5
  254      11  1131.2    2.8    0.3    6.8   11.9    5.5
  255      12  1139.8    2.8    0.3    6.6   11.9    5.5
  256      13  1148.4    2.9    0.4    6.5   11.9    5.5
  257      14  1156.9    2.9    0.4    6.4   11.9    5.6
  258      15  1165.5    2.9    0.5    6.3   11.9    5.6
  259      16  1174.1    2.9    0.5    6.2   11.8    5.6
  260      17  1182.7    3.0    0.6    6.1   11.8    5.6
  261      18  1191.2    3.0    0.6    6.0   11.8    5.6
  262      19  1199.8    3.0    0.7    5.9   11.7    5.7
  263      20  1208.4    3.0    0.8    5.8   11.7    5.7
  264      21  1216.9    3.0    0.8    5.7   11.7    5.7
  265      22  1225.5    3.1    0.9    5.5   11.7    5.8
  266      23  1234.1    3.1    1.0    5.4   11.6    5.8
  267      24  1242.6    3.1    1.1    5.3   11.6    5.8
  268      25  1251.2    3.1    1.2    5.2   11.6    5.9
  269      26  1259.8    3.1    1.2    5.2   11.5    5.9
  270      27  1268.4    3.2    1.3    5.1   11.5    5.9
  271      28  1276.9    3.2    1.4    5.0   11.5    6.0
  272      29  1285.5    3.2    1.5    4.9   11.5    6.0
  273      30  1294.1    3.2    1.6    4.8   11.4    6.1
  274      31  1302.6    3.3    1.7    4.7   11.4    6.1
  275      32  1311.2    3.3    1.8    4.6   11.4    6.2
  276      33  1319.8    3.3    1.9    4.5   11.3    6.2
  277      34  1328.3    3.3    2.0    4.4   11.3    6.3
  278      35  1336.9    3.3    2.1    4.3   11.3    6.3
  279      36  1345.5    3.4    2.2    4.3   11.2    6.4
  280      37  1354.1    3.4    2.3    4.2   11.2    6.5
  281      38  1362.6    3.4    2.5    4.1   11.2    6.5
  282      39  1371.2    3.4    2.6    4.0   11.1    6.6
  283      40  1379.8    3.4    2.7    4.0   11.1    6.6
  284      41  1388.3    3.5    2.8    3.9   11.1    6.7
  285      42  1396.9    3.5    2.9    3.8   11.0    6.8
  286      43  1405.5    3.5    3.1    3.8   11.0    6.8
  287      44  1414.0    3.5    3.2    3.7   11.0    6.9
  288      45  1422.6    3.6    3.3    3.6   10.9    7.0
  289      46  1431.2    3.6    3.5    3.6   10.9    7.1
  290      47  1439.8    3.6    3.6    3.5   10.9    7.1
  291      48  1448.3    3.6    3.7    3.5   10.8    7.2
  292      49  1456.9    3.6    3.9    3.4   10.8    7.3
  293      50  1465.5    3.7    4.0    3.3   10.8    7.4
  294      51  1474.0    3.7    4.1    3.3   10.7    7.5
  295      52  1482.6    3.7    4.3    3.2   10.7    7.5
  296      53  1491.2    3.7    4.4    3.2   10.7    7.6
  297      54  1499.7    3.7    4.6    3.2   10.6    7.7
  298      55  1508.3    3.8    4.7    3.1   10.6    7.8
  299      56  1516.9    3.8    4.9    3.1   10.6    7.9
  300      57  1525.5    3.8    5.0    3.0   10.5    8.0
  301      58  1534.0    3.8    5.2    3.0   10.5    8.1
  302      59  1542.6    3.9    5.4    3.0   10.5    8.2
  303      60  1551.2    3.9    5.5    2.9   10.4    8.3
  304      61  1559.7    3.9    5.7    2.9   10.4    8.4
  305      62  1568.3    3.9    5.8    2.9   10.4    8.5
  306      63  1576.9    3.9    6.0    2.9   10.3    8.5
  307      64  1585.4    4.0    6.2    2.8   10.3    8.6
  308      65  1594.0    4.0    6.3    2.8   10.2    8.7
  309      66  1602.6    4.0    6.5    2.8   10.2    8.8
  310      67  1611.2    4.0    6.7    2.8   10.2    8.9
  311      68  1619.7    4.0    6.8    2.8   10.1    9.1
  312      69  1628.3    4.1    7.0    2.8   10.1    9.2
  313      70  1636.9    4.1    7.2    2.8   10.1    9.3
  314      71  1645.4    4.1    7.3    2.8   10.0    9.4
  315      72  1654.0    4.1    7.5    2.8   10.0    9.5
  316      73  1662.6    4.2    7.7    2.7   10.0    9.6
  317      74  1671.1    4.2    7.9    2.8    9.9    9.7
  318      75  1679.7    4.2    8.0    2.8    9.9    9.8
  319      76  1688.3    4.2    8.2    2.8    9.9    9.9
  320      77  1696.9    4.2    8.4    2.8    9.8   10.0
  321      78  1705.4    4.3    8.6    2.8    9.8   10.1
  322      79  1714.0    4.3    8.7    2.8    9.8   10.2
  323      80  1722.6    4.3    8.9    2.8    9.7   10.4
  324      81  1731.1    4.3    9.1    2.8    9.7   10.5
  325      82  1739.7    4.3    9.3    2.8    9.7   10.6
  326      83  1748.3    4.4    9.5    2.9    9.7   10.7
  327      84  1756.8    4.4    9.6    2.9    9.6   10.8
  328      85  1765.4    4.4    9.8    2.9    9.6   10.9
  329      86  1774.0    4.4   10.0    2.9    9.6   11.0
  330      87  1782.6    4.5   10.2    3.0    9.5   11.2
  331      88  1791.1    4.5   10.4    3.0    9.5   11.3
  332      89  1799.7    4.5   10.5    3.0    9.5   11.4
  333      90  1808.3    4.5   10.7    3.1    9.4   11.5
  334      91  1816.8    4.5   10.9    3.1    9.4   11.6
  335      92  1825.4    4.6   11.1    3.2    9.4   11.7
  336      93  1834.0    4.6   11.3    3.2    9.4   11.9
  337      94  1842.5    4.6   11.4    3.2    9.3   12.0
  338      95  1851.1    4.6   11.6    3.3    9.3   12.1
  339      96  1859.7    4.6   11.8    3.3    9.3   12.2
  340      97  1868.3    4.7   12.0    3.4    9.2   12.3
  341      98  1876.8    4.7   12.2    3.5    9.2   12.5
  342      99  1885.4    4.7   12.3    3.5    9.2   12.6
  343     100  1894.0    4.7   12.5    3.6    9.2   12.7
  344     101  1902.5    4.8   12.7    3.6    9.1   12.8
  345     102  1911.1    4.8   12.9    3.7    9.1   12.9
  346     103  1919.7    4.8   13.0    3.8    9.1   13.1
  347     104  1928.2    4.8   13.2    3.8    9.1   13.2
  348     105  1936.8    4.8   13.4    3.9    9.0   13.3
  349     106  1945.4    4.9   13.6    4.0    9.0   13.4
  350     107  1954.0    4.9   13.7    4.0    9.0   13.5
  351     108  1962.5    4.9   13.9    4.1    9.0   13.6
  352     109  1971.1    4.9   14.1    4.2    8.9   13.8
  353     110  1979.7    4.9   14.3    4.3    8.9   13.9
  354     111  1988.2    5.0   14.4    4.3    8.9   14.0
  355     112  1996.8    5.0   14.6    4.4    8.9   14.1
  356     113  2005.4    5.0   14.8    4.5    8.9   14.2
  357     114  2013.9    5.0   14.9    4.6    8.8   14.3
  358     115  2022.5    5.1   15.1    4.7    8.8   14.5
  359     116  2031.1    5.1   15.2    4.8    8.8   14.6
  360     117  2039.7    5.1   15.4    4.9    8.8   14.7
  361     118  2048.2    5.1   15.6    5.0    8.8   14.8
  362     119  2056.8    5.1   15.7    5.1    8.8   14.9
  363     120  2065.4    5.2   15.9    5.2    8.7   15.0
  364     121  2073.9    5.2   16.0    5.2    8.7   15.1
  365     122     8.6    0.0   16.2    5.3    8.7   18.1
  366     123    17.1    0.0   16.3    5.4    8.7   18.2
  367     124    25.7    0.1   16.5    5.5    8.7   18.3
  368     125    34.3    0.1   16.6    5.7    8.7   18.4
  369     126    42.8    0.1   16.8    5.8    8.6   18.5
  370     127    51.4    0.1   16.9    5.9    8.6   18.6
  371     128    60.0    0.1   17.1    6.0    8.6   18.7
  372     129    68.6    0.2   17.2    6.1    8.6   18.8
  373     130    77.1    0.2   17.3    6.2    8.6   18.9
  374     131    85.7    0.2   17.5    6.3    8.6   19.0
  375     132    94.3    0.2   17.6    6.4    8.6   19.1
  376     133   102.8    0.3   17.7    6.5    8.6   19.2
  377     134   111.4    0.3   17.9    6.6    8.6   19.3
  378     135   120.0    0.3   18.0    6.8    8.5   19.4
  379     136   128.5    0.3   18.1    6.9    8.5   19.5
  380     137   137.1    0.3   18.3    7.0    8.5   19.6
  381     138   145.7    0.4   18.4    7.1    8.5   19.6
  382     139   154.3    0.4   18.5    7.2    8.5   19.7
  383     140   162.8    0.4   18.6    7.4    8.5   19.8
  384     141   171.4    0.4   18.7    7.5    8.5   19.9
  385     142   180.0    0.4   18.8    7.6    8.5   20.0
  386     143   188.5    0.5   18.9    7.7    8.5   20.1
  387     144   197.1    0.5   19.0    7.9    8.5   20.1
  388     145   205.7    0.5   19.2    8.0    8.5   20.2
  389     146   214.3    0.5   19.3    8.1    8.5   20.3
  390     147   222.8    0.6   19.4    8.2    8.5   20.4
  391     148   231.4    0.6   19.4    8.4    8.5   20.4
  392     149   240.0    0.6   19.5    8.5    8.5   20.5
  393     150   248.5    0.6   19.6    8.6    8.5   20.6
  394     151   257.1    0.6   19.7    8.7    8.5   20.6
  395     152   265.7    0.7   19.8    8.9    8.5   20.7
  396     153   274.2    0.7   19.9    9.0    8.5   20.7
  397     154   282.8    0.7   20.0    9.1    8.5   20.8
  398     155   291.4    0.7   20.0    9.3    8.5   20.9
  399     156   300.0    0.7   20.1    9.4    8.5   20.9
  400     157   308.5    0.8   20.2    9.5    8.5   21.0
  401     158   317.1    0.8   20.3    9.7    8.5   21.0
  402     159   325.7    0.8   20.3    9.8    8.5   21.1
  403     160   334.2    0.8   20.4    9.9    8.5   21.1
  404     161   342.8    0.9   20.4   10.1    8.5   21.1
  405     162   351.4    0.9   20.5   10.2    8.5   21.2
  406     163   359.9    0.9   20.6   10.3    8.5   21.2
  407     164   368.5    0.9   20.6   10.5    8.6   21.3
  408     165   377.1    0.9   20.7   10.6    8.6   21.3
  409     166   385.7    1.0   20.7   10.7    8.6   21.3
  410     167   394.2    1.0   20.7   10.9    8.6   21.4
  411     168   402.8    1.0   20.8   11.0    8.6   21.4
  412     169   411.4    1.0   20.8   11.1    8.6   21.4
  413     170   419.9    1.0   20.8   11.3    8.6   21.5
  414     171   428.5    1.1   20.9   11.4    8.6   21.5
  415     172   437.1    1.1   20.9   11.5    8.6   21.5
  416     173   445.6    1.1   20.9   11.7    8.7   21.5
  417     174   454.2    1.1   20.9   11.8    8.7   21.5
  418     175   462.8    1.2   21.0   11.9    8.7   21.5
  419     176   471.4    1.2   21.0   12.1    8.7   21.6
  420     177   479.9    1.2   21.0   12.2    8.7   21.6
  421     178   488.5    1.2   21.0   12.3    8.7   21.6
  422     179   497.1    1.2   21.0   12.4    8.8   21.6
  423     180   505.6    1.3   21.0   12.6    8.8   21.6
  424     181   514.2    1.3   21.0   12.7    8.8   21.6
  425     182   522.8    1.3   21.0   12.8    8.8   21.6
  426     183   531.3    1.3   21.0   13.0    8.8   21.6
  427     184   539.9    1.3   21.0   13.1    8.8   21.6
  428     185   548.5    1.4   21.0   13.2    8.9   21.6
  429     186   557.1    1.4   20.9   13.3    8.9   21.6
  430     187   565.6    1.4   20.9   13.5    8.9   21.6
  431     188   574.2    1.4   20.9   13.6    8.9   21.5
  432     189   582.8    1.5   20.9   13.7    8.9   21.5
  433     190   591.3    1.5   20.8   13.8    9.0   21.5
  434     191   599.9    1.5   20.8   13.9    9.0   21.5
  435     192   608.5    1.5   20.8   14.1    9.0   21.5
  436     193   617.0    1.5   20.7   14.2    9.0   21.4
  437     194   625.6    1.6   20.7   14.3    9.1   21.4
  438     195   634.2    1.6   20.7   14.4    9.1   21.4
  439     196   642.8    1.6   20.6   14.5    9.1   21.4
  440     197   651.3    1.6   20.6   14.6    9.1   21.3
  441     198   659.9    1.6   20.5   14.8    9.2   21.3
  442     199   668.5    1.7   20.4   14.9    9.2   21.3
  443     200   677.0    1.7   20.4   15.0    9.2   21.2
  444     201   685.6    1.7   20.3   15.1    9.2   21.2
  445     202   694.2    1.7   20.3   15.2    9.3   21.1
  446     203   702.7    1.8   20.2   15.3    9.3   21.1
  447     204   711.3    1.8   20.1   15.4    9.3   21.1
  448     205   719.9    1.8   20.0   15.5    9.4   21.0
  449     206   728.5    1.8   20.0   15.6    9.4   21.0
  450     207   737.0    1.8   19.9   15.7    9.4   20.9
  451     208   745.6    1.9   19.8   15.8    9.4   20.9
  452     209   754.2    1.9   19.7   15.9    9.5   20.8
  453     210   762.7    1.9   19.6   16.0    9.5   20.7
  454     211   771.3    1.9   19.5   16.1    9.5   20.7
  455     212   779.9    1.9   19.4   16.2    9.6   20.6
  456     213   788.4    2.0   19.4   16.3    9.6   20.6
  457     214   797.0    2.0   19.3   16.4    9.6   20.5
  458     215   805.6    2.0   19.2   16.4    9.7   20.4
  459     216   814.2    2.0   19.0   16.5    9.7   20.4
  460     217   822.7    2.1   18.9   16.6    9.7   20.3
  461     218   831.3    2.1   18.8   16.7    9.7   20.2
  462     219   839.9    2.1   18.7   16.8    9.8   20.1
  463     220   848.4    2.1   18.6   16.8    9.8   20.1
  464     221   857.0    2.1   18.5   16.9    9.8   20.0
  465     222   865.6    2.2   18.4   17.0    9.9   19.9
  466     223   874.1    2.2   18.3   17.1    9.9   19.8
  467     224   882.7    2.2   18.1   17.1    9.9   19.8
  468     225   891.3    2.2   18.0   17.2   10.0   19.7
  469     226   899.9    2.2   17.9   17.3   10.0   19.6
  470     227   908.4    2.3   17.7   17.3   10.0   19.5
  471     228   917.0    2.3   17.6   17.4   10.1   19.4
  472     229   925.6    2.3   17.5   17.5   10.1   19.3
  473     230   934.1    2.3   17.3   17.5   10.1   19.2
  474     231   942.7    2.4   17.2   17.6   10.2   19.1
  475     232   951.3    2.4   17.1   17.6   10.2   19.0
