 Day of  Day of
 sim.     year         Qrad         Qslur2air     Qslur2floor      Qslur2wall       Qout
  103     225         -17831.          6348.          9613.          1052.          -818.
  104     226         -17760.          6558.          9505.          1000.          -698.
  105     227         -17688.          6771.          9394.           946.          -576.
  106     228         -17614.          6986.          9283.           892.          -454.
  107     229         -17539.          7204.          9169.           836.          -330.
  108     230         -17464.          7424.          9054.           780.          -206.
  109     231         -17387.          7647.          8938.           723.           -80.
  110     232         -17309.          7871.          8819.           664.            47.
  111     233         -17230.          8098.          8700.           605.           174.
  112     234         -17149.          8327.          8579.           546.           302.
  113     235         -17068.          8558.          8456.           485.           432.
  114     236         -16986.          8791.          8332.           424.           561.
  115     237         -16903.          9026.          8207.           362.           692.
  116     238         -16819.          9262.          8081.           299.           823.
  117     239         -16733.          9501.          7953.           235.           955.
  118     240         -16647.          9740.          7824.           171.          1088.
  119     241         -16560.          9981.          7693.           106.          1220.
  120     242         -16473.         10224.          7562.            41.          1354.
  121     243         -16384.         10467.          7429.           -25.          1487.
  122     244         -16295.         10712.          7295.           -91.          1621.
  123     245         -16204.          9429.          6778.            -3.            -0.
  124     246         -16113.          9499.          6598.            -7.           -24.
  125     247         -16022.          9472.          6392.           -13.          -171.
  126     248         -15929.          9395.          6172.           -21.          -384.
  127     249         -15836.          9334.          5956.           -31.          -578.
  128     250         -15743.          9307.          5747.           -42.          -730.
  129     251         -15648.          9316.          5545.           -54.          -841.
  130     252         -15553.          9353.          5350.           -68.          -917.
  131     253         -15458.          9416.          5161.           -83.          -964.
  132     254         -15362.          9497.          4975.           -99.          -988.
  133     255         -15265.          9595.          4793.          -116.          -993.
  134     256         -15168.          9707.          4613.          -134.          -982.
  135     257         -15071.          9829.          4435.          -153.          -959.
  136     258         -14973.          9961.          4259.          -173.          -926.
  137     259         -14874.         10100.          4085.          -194.          -883.
  138     260         -14776.         10246.          3912.          -216.          -834.
  139     261         -14677.         10398.          3739.          -238.          -777.
  140     262         -14578.         10555.          3568.          -262.          -716.
  141     263         -14478.         10717.          3398.          -287.          -650.
  142     264         -14378.         10882.          3228.          -312.          -580.
  143     265         -14278.         11051.          3059.          -338.          -506.
  144     266         -14178.         11222.          2891.          -365.          -430.
  145     267         -14078.         11396.          2723.          -393.          -351.
  146     268         -13977.         11573.          2556.          -421.          -269.
  147     269         -13877.         11751.          2389.          -450.          -186.
  148     270         -13776.         11931.          2223.          -479.          -101.
  149     271         -13675.         12112.          2058.          -509.           -15.
  150     272         -13574.         12295.          1893.          -540.            73.
  151     273         -13474.         12478.          1729.          -571.           162.
  152     274         -13373.         12663.          1565.          -603.           251.
  153     275         -13273.         12848.          1402.          -635.           342.
  154     276         -13172.         13033.          1240.          -668.           433.
  155     277         -13072.         13219.          1078.          -701.           524.
  156     278         -12972.         13405.           917.          -735.           616.
  157     279         -12872.         13591.           757.          -768.           708.
  158     280         -12772.         13777.           597.          -803.           799.
  159     281         -12673.         13963.           439.          -837.           891.
  160     282         -12574.         14148.           281.          -872.           983.
  161     283         -12475.         14333.           124.          -907.          1075.
  162     284         -12376.         14517.           -33.          -942.          1166.
  163     285         -12278.         14700.          -188.          -977.          1257.
  164     286         -12181.         14882.          -342.         -1012.          1348.
  165     287         -12083.         15064.          -496.         -1047.          1437.
  166     288         -11986.         15244.          -648.         -1083.          1527.
  167     289         -11890.         15423.          -799.         -1118.          1615.
  168     290         -11794.         15601.          -950.         -1154.          1703.
  169     291         -11699.         15778.         -1099.         -1189.          1790.
  170     292         -11605.         15953.         -1247.         -1225.          1876.
  171     293         -11511.         16126.         -1394.         -1260.          1962.
  172     294         -11417.         16298.         -1540.         -1295.          2046.
  173     295         -11324.         16467.         -1685.         -1330.          2129.
  174     296         -11232.         16635.         -1828.         -1364.          2211.
  175     297         -11141.         16801.         -1970.         -1399.          2291.
  176     298         -11050.         16965.         -2111.         -1433.          2371.
  177     299         -10961.         17127.         -2250.         -1467.          2449.
  178     300         -10872.         17286.         -2388.         -1500.          2526.
  179     301         -10783.         17443.         -2525.         -1533.          2602.
  180     302         -10696.         17598.         -2660.         -1566.          2676.
  181     303         -10609.         17750.         -2794.         -1598.          2748.
  182     304         -10524.         17899.         -2926.         -1630.          2819.
  183     305         -10439.         18046.         -3057.         -1661.          2888.
  184     306         -10356.         18190.         -3186.         -1692.          2956.
  185     307         -10273.         18331.         -3314.         -1722.          3022.
  186     308         -10191.         18469.         -3440.         -1751.          3087.
  187     309         -10110.         18604.         -3564.         -1780.          3149.
  188     310         -10031.         18736.         -3687.         -1808.          3210.
  189     311          -9952.         18865.         -3808.         -1836.          3269.
  190     312          -9875.         18991.         -3928.         -1863.          3326.
  191     313          -9798.         19113.         -4045.         -1889.          3381.
  192     314          -9723.         19232.         -4161.         -1914.          3434.
  193     315          -9649.         19348.         -4275.         -1939.          3485.
  194     316          -9576.         19460.         -4387.         -1962.          3534.
  195     317          -9505.         19568.         -4498.         -1985.          3581.
  196     318          -9434.         19673.         -4606.         -2007.          3626.
  197     319          -9365.         19774.         -4713.         -2028.          3669.
  198     320          -9297.         19872.         -4817.         -2048.          3709.
  199     321          -9230.         19965.         -4920.         -2067.          3748.
  200     322          -9165.         20055.         -5021.         -2085.          3784.
  201     323          -9101.         20141.         -5119.         -2102.          3818.
  202     324          -9038.         20223.         -5216.         -2118.          3850.
  203     325          -8977.         20300.         -5311.         -2133.          3879.
  204     326          -8917.         20374.         -5404.         -2147.          3906.
  205     327          -8859.         20444.         -5494.         -2160.          3931.
  206     328          -8802.         20509.         -5583.         -2172.          3953.
  207     329          -8746.         20570.         -5669.         -2182.          3973.
  208     330          -8692.         20627.         -5753.         -2191.          3990.
  209     331          -8639.         20679.         -5835.         -2199.          4005.
  210     332          -8588.         20727.         -5915.         -2206.          4018.
  211     333          -8538.         20771.         -5993.         -2212.          4028.
  212     334          -8490.         20810.         -6069.         -2216.          4036.
  213     335          -8443.         20845.         -6142.         -2219.          4041.
  214     336          -8398.         20875.         -6213.         -2221.          4043.
  215     337          -8355.         20901.         -6282.         -2221.          4043.
  216     338          -8313.         20922.         -6348.         -2220.          4041.
  217     339          -8272.         20938.         -6413.         -2218.          4035.
  218     340          -8233.         20950.         -6475.         -2214.          4028.
  219     341          -8196.         20957.         -6534.         -2209.          4017.
  220     342          -8160.         20960.         -6592.         -2203.          4005.
  221     343          -8127.         20957.         -6647.         -2195.          3989.
  222     344          -8094.         20950.         -6699.         -2186.          3971.
  223     345          -8063.         20939.         -6750.         -2175.          3950.
  224     346          -8034.         20922.         -6798.         -2163.          3927.
  225     347          -8007.         20901.         -6843.         -2149.          3901.
  226     348          -7981.         20875.         -6887.         -2134.          3872.
  227     349          -7957.         20844.         -6928.         -2118.          3841.
  228     350          -7935.         20808.         -6966.         -2100.          3807.
  229     351          -7914.         20767.         -7002.         -2080.          3771.
  230     352          -7895.         20722.         -7036.         -2059.          3732.
  231     353          -7878.         20671.         -7067.         -2036.          3690.
  232     354          -7863.         20616.         -7096.         -2012.          3646.
  233     355          -7849.         20556.         -7123.         -1986.          3599.
  234     356          -7837.         20491.         -7147.         -1959.          3549.
  235     357          -7826.         20422.         -7168.         -1930.          3497.
  236     358          -7818.         20347.         -7187.         -1900.          3442.
  237     359          -7811.         20268.         -7204.         -1868.          3385.
  238     360          -7805.         20183.         -7219.         -1835.          3325.
  239     361          -7802.         20094.         -7230.         -1800.          3262.
  240     362          -7800.         20001.         -7240.         -1764.          3197.
  241     363          -7800.         19902.         -7247.         -1726.          3129.
  242     364          -7802.         19799.         -7252.         -1686.          3059.
  243     365          -7805.         19690.         -7254.         -1645.          2986.
  244       1          -7811.         19577.         -7254.         -1602.          2911.
  245       2          -7818.         19460.         -7251.         -1558.          2833.
  246       3          -7826.         19337.         -7246.         -1512.          2753.
  247       4          -7837.         19210.         -7238.         -1465.          2671.
  248       5          -7849.         19079.         -7228.         -1416.          2586.
  249       6          -7863.         18943.         -7216.         -1366.          2498.
  250       7          -7878.         18802.         -7202.         -1314.          2408.
  251       8          -7895.         18656.         -7184.         -1260.          2316.
  252       9          -7914.         18506.         -7165.         -1206.          2222.
  253      10          -7935.         18352.         -7143.         -1149.          2125.
  254      11          -7957.         18193.         -7119.         -1091.          2026.
  255      12          -7981.         18030.         -7092.         -1032.          1924.
  256      13          -8007.         17862.         -7064.          -971.          1821.
  257      14          -8034.         17690.         -7032.          -909.          1715.
  258      15          -8063.         17514.         -6999.          -845.          1607.
  259      16          -8094.         17334.         -6963.          -780.          1497.
  260      17          -8127.         17149.         -6925.          -714.          1384.
  261      18          -8160.         16960.         -6884.          -646.          1270.
  262      19          -8196.         16768.         -6842.          -576.          1154.
  263      20          -8233.         16571.         -6797.          -506.          1035.
  264      21          -8272.         16370.         -6749.          -433.           915.
  265      22          -8313.         16165.         -6700.          -360.           793.
  266      23          -8355.         15956.         -6648.          -285.           668.
  267      24          -8398.         15744.         -6594.          -209.           542.
  268      25          -8443.         15528.         -6538.          -132.           414.
  269      26          -8490.         15308.         -6480.           -53.           285.
  270      27          -8538.         15084.         -6420.            26.           153.
  271      28          -8588.         14857.         -6357.           107.            20.
  272      29          -8639.         14627.         -6292.           190.          -115.
  273      30          -8692.         14393.         -6226.           273.          -252.
  274      31          -8746.         14156.         -6157.           358.          -390.
  275      32          -8802.         13915.         -6086.           443.          -529.
  276      33          -8859.         13671.         -6013.           530.          -670.
  277      34          -8917.         13424.         -5938.           618.          -813.
  278      35          -8977.         13174.         -5861.           707.          -957.
  279      36          -9038.         12921.         -5782.           797.         -1102.
  280      37          -9101.         12666.         -5702.           888.         -1249.
  281      38          -9165.         12407.         -5619.           980.         -1397.
  282      39          -9230.         12146.         -5534.          1073.         -1546.
  283      40          -9297.         11881.         -5448.          1167.         -1697.
  284      41          -9365.         11615.         -5359.          1261.         -1848.
  285      42          -9434.         11346.         -5269.          1357.         -2001.
  286      43          -9505.         11074.         -5177.          1453.         -2154.
  287      44          -9576.         10800.         -5084.          1551.         -2309.
  288      45          -9649.         10524.         -4988.          1649.         -2464.
  289      46          -9723.         10246.         -4891.          1748.         -2621.
  290      47          -9798.          9965.         -4792.          1847.         -2778.
  291      48          -9875.          9683.         -4691.          1947.         -2936.
  292      49          -9952.          9399.         -4589.          2048.         -3094.
  293      50         -10031.          9113.         -4485.          2150.         -3254.
  294      51         -10110.          8825.         -4380.          2252.         -3413.
  295      52         -10191.          8536.         -4273.          2354.         -3574.
  296      53         -10273.          8245.         -4164.          2457.         -3735.
  297      54         -10356.          7953.         -4055.          2561.         -3896.
  298      55         -10439.          7659.         -3943.          2665.         -4058.
  299      56         -10524.          7365.         -3830.          2770.         -4220.
  300      57         -10609.          7069.         -3716.          2875.         -4382.
  301      58         -10696.          6772.         -3600.          2980.         -4545.
  302      59         -10783.          6474.         -3483.          3085.         -4707.
  303      60         -10872.          6175.         -3365.          3191.         -4870.
  304      61         -10961.          5876.         -3246.          3297.         -5033.
  305      62         -11050.          5576.         -3125.          3404.         -5195.
  306      63         -11141.          5276.         -3003.          3510.         -5358.
  307      64         -11232.          4975.         -2880.          3617.         -5521.
  308      65         -11324.          4673.         -2755.          3723.         -5683.
  309      66         -11417.          4372.         -2630.          3830.         -5845.
  310      67         -11511.          4070.         -2504.          3937.         -6007.
  311      68         -11605.          3769.         -2376.          4044.         -6168.
  312      69         -11699.          3467.         -2247.          4151.         -6329.
  313      70         -11794.          3166.         -2118.          4257.         -6489.
  314      71         -11890.          2865.         -1988.          4364.         -6649.
  315      72         -11986.          2564.         -1856.          4470.         -6809.
  316      73         -12083.          2264.         -1724.          4576.         -6967.
  317      74         -12181.          1964.         -1591.          4682.         -7125.
  318      75         -12278.          1666.         -1457.          4788.         -7282.
  319      76         -12376.          1368.         -1323.          4893.         -7438.
  320      77         -12475.          1071.         -1187.          4998.         -7593.
  321      78         -12574.           775.         -1051.          5103.         -7748.
  322      79         -12673.           480.          -915.          5207.         -7901.
  323      80         -12772.           186.          -777.          5310.         -8053.
  324      81         -12872.          -106.          -639.          5414.         -8204.
  325      82         -12972.          -397.          -501.          5516.         -8354.
  326      83         -13072.          -687.          -362.          5618.         -8502.
  327      84         -13172.          -974.          -223.          5720.         -8649.
  328      85         -13273.         -1260.           -83.          5820.         -8795.
  329      86         -13373.         -1544.            57.          5921.         -8940.
  330      87         -13474.         -1826.           198.          6020.         -9083.
  331      88         -13574.         -2106.           339.          6118.         -9224.
  332      89         -13675.         -2384.           480.          6216.         -9363.
  333      90         -13776.         -2660.           621.          6313.         -9501.
  334      91         -13877.         -2933.           763.          6409.         -9638.
  335      92         -13977.         -3204.           905.          6504.         -9772.
  336      93         -14078.         -3472.          1047.          6598.         -9905.
  337      94         -14178.         -3738.          1189.          6692.        -10036.
  338      95         -14278.         -4000.          1331.          6784.        -10164.
  339      96         -14378.         -4260.          1473.          6875.        -10291.
  340      97         -14478.         -4517.          1615.          6965.        -10416.
  341      98         -14578.         -4771.          1757.          7053.        -10538.
  342      99         -14677.         -5022.          1899.          7141.        -10659.
  343     100         -14776.         -5269.          2041.          7228.        -10777.
  344     101         -14874.         -5514.          2182.          7313.        -10893.
  345     102         -14973.         -5754.          2324.          7397.        -11006.
  346     103         -15071.         -5992.          2465.          7479.        -11118.
  347     104         -15168.         -6225.          2606.          7561.        -11226.
  348     105         -15265.         -6455.          2747.          7641.        -11333.
  349     106         -15362.         -6681.          2887.          7719.        -11437.
  350     107         -15458.         -6903.          3027.          7796.        -11538.
  351     108         -15553.         -7121.          3167.          7872.        -11636.
  352     109         -15648.         -7336.          3306.          7946.        -11732.
  353     110         -15743.         -7546.          3444.          8018.        -11825.
  354     111         -15836.         -7751.          3583.          8089.        -11916.
  355     112         -15929.         -7953.          3720.          8159.        -12003.
  356     113         -16022.         -8150.          3857.          8227.        -12088.
  357     114         -16113.         -8343.          3993.          8293.        -12170.
  358     115         -16204.         -8531.          4129.          8357.        -12249.
  359     116         -16295.         -8714.          4264.          8420.        -12325.
  360     117         -16384.         -8893.          4398.          8481.        -12398.
  361     118         -16473.         -9067.          4532.          8540.        -12468.
  362     119         -16560.         -9236.          4664.          8598.        -12534.
  363     120         -16647.         -9400.          4796.          8653.        -12598.
  364     121         -16733.         -9559.          4927.          8707.        -12658.
  365     122         -16819.          7423.          9341.            54.            -0.
  366     123         -16903.          7292.          9475.           109.           -27.
  367     124         -16986.          7035.          9575.           163.          -213.
  368     125         -17068.          6691.          9650.           217.          -510.
  369     126         -17149.          6335.          9721.           270.          -824.
  370     127         -17230.          5997.          9793.           323.         -1116.
  371     128         -17309.          5684.          9869.           375.         -1380.
  372     129         -17387.          5393.          9949.           428.         -1617.
  373     130         -17464.          5124.         10031.           480.         -1829.
  374     131         -17539.          4872.         10115.           531.         -2022.
  375     132         -17614.          4635.         10200.           583.         -2197.
