 Day of  Day of  Slurry  Slurry  Air    Wall  Floor  Slurry
   62     184   531.3    1.3   21.0   13.1    8.8   27.7
   63     185   539.9    1.3   21.0   13.2    8.9   27.8
   64     186   548.5    1.4   20.9   13.3    8.9   27.8
   65     187   557.1    1.4   20.9   13.5    8.9   27.8
   66     188   565.6    1.4   20.9   13.6    8.9   27.8
   67     189   574.2    1.4   20.9   13.7    8.9   27.8
   68     190   582.8    1.5   20.8   13.8    9.0   27.8
   69     191   591.3    1.5   20.8   13.9    9.0   27.8
   70     192   599.9    1.5   20.8   14.1    9.0   27.8
   71     193   608.5    1.5   20.7   14.2    9.0   27.8
   72     194   617.0    1.5   20.7   14.3    9.1   27.8
   73     195   625.6    1.6   20.7   14.4    9.1   27.8
   74     196   634.2    1.6   20.6   14.5    9.1   27.8
   75     197   642.8    1.6   20.6   14.6    9.1   27.8
   76     198   651.3    1.6   20.5   14.8    9.2   27.8
   77     199   659.9    1.6   20.4   14.9    9.2   27.7
   78     200   668.5    1.7   20.4   15.0    9.2   27.7
   79     201   677.0    1.7   20.3   15.1    9.2   27.7
   80     202   685.6    1.7   20.3   15.2    9.3   27.7
   81     203   694.2    1.7   20.2   15.3    9.3   27.7
   82     204   702.7    1.8   20.1   15.4    9.3   27.7
   83     205   711.3    1.8   20.0   15.5    9.4   27.7
   84     206   719.9    1.8   20.0   15.6    9.4   27.6
   85     207   728.5    1.8   19.9   15.7    9.4   27.6
   86     208   737.0    1.8   19.8   15.8    9.4   27.6
   87     209   745.6    1.9   19.7   15.9    9.5   27.6
   88     210   754.2    1.9   19.6   16.0    9.5   27.6
   89     211   762.7    1.9   19.5   16.1    9.5   27.5
   90     212   771.3    1.9   19.4   16.2    9.6   27.5
   91     213   779.9    1.9   19.4   16.3    9.6   27.5
   92     214   788.4    2.0   19.3   16.4    9.6   27.4
   93     215   797.0    2.0   19.2   16.4    9.7   27.4
   94     216   805.6    2.0   19.0   16.5    9.7   27.4
   95     217   814.2    2.0   18.9   16.6    9.7   27.4
   96     218   822.7    2.1   18.8   16.7    9.7   27.3
   97     219   831.3    2.1   18.7   16.8    9.8   27.3
   98     220   839.9    2.1   18.6   16.8    9.8   27.2
   99     221   848.4    2.1   18.5   16.9    9.8   27.2
  100     222   857.0    2.1   18.4   17.0    9.9   27.2
  101     223   865.6    2.2   18.3   17.1    9.9   27.1
  102     224   874.1    2.2   18.1   17.1    9.9   27.1
  103     225   882.7    2.2   18.0   17.2   10.0   27.1
  104     226   891.3    2.2   17.9   17.3   10.0   27.0
  105     227   899.9    2.2   17.7   17.3   10.0   27.0
  106     228   908.4    2.3   17.6   17.4   10.1   26.9
  107     229   917.0    2.3   17.5   17.5   10.1   26.9
  108     230   925.6    2.3   17.3   17.5   10.1   26.8
  109     231   934.1    2.3   17.2   17.6   10.2   26.8
  110     232   942.7    2.4   17.1   17.6   10.2   26.7
  111     233   951.3    2.4   16.9   17.7   10.2   26.7
  112     234   959.8    2.4   16.8   17.7   10.3   26.6
  113     235   968.4    2.4   16.6   17.8   10.3   26.6
  114     236   977.0    2.4   16.5   17.8   10.4   26.5
  115     237   985.6    2.5   16.3   17.9   10.4   26.5
  116     238   994.1    2.5   16.2   17.9   10.4   26.4
  117     239  1002.7    2.5   16.0   17.9   10.5   26.4
  118     240  1011.3    2.5   15.9   18.0   10.5   26.3
  119     241  1019.8    2.5   15.7   18.0   10.5   26.2
  120     242  1028.4    2.6   15.6   18.0   10.6   26.2
  121     243  1037.0    2.6   15.4   18.1   10.6   26.1
  122     244  1045.5    2.6   15.2   18.1   10.6   26.1
  123     245     8.6    0.0   15.1   18.1   10.7   24.8
  124     246    17.1    0.0   14.9   18.1   10.7   24.4
  125     247    25.7    0.1   14.8   18.2   10.7   24.2
  126     248    34.3    0.1   14.6   18.2   10.8   24.1
  127     249    42.8    0.1   14.4   18.2   10.8   24.0
  128     250    51.4    0.1   14.3   18.2   10.8   23.9
  129     251    60.0    0.1   14.1   18.2   10.9   23.8
  130     252    68.6    0.2   13.9   18.2   10.9   23.7
  131     253    77.1    0.2   13.7   18.2   10.9   23.6
  132     254    85.7    0.2   13.6   18.2   11.0   23.5
  133     255    94.3    0.2   13.4   18.3   11.0   23.4
  134     256   102.8    0.3   13.2   18.3   11.0   23.3
  135     257   111.4    0.3   13.0   18.2   11.1   23.2
  136     258   120.0    0.3   12.9   18.2   11.1   23.1
  137     259   128.5    0.3   12.7   18.2   11.1   23.0
  138     260   137.1    0.3   12.5   18.2   11.2   22.9
  139     261   145.7    0.4   12.3   18.2   11.2   22.8
  140     262   154.3    0.4   12.2   18.2   11.2   22.7
  141     263   162.8    0.4   12.0   18.2   11.3   22.6
  142     264   171.4    0.4   11.8   18.2   11.3   22.5
  143     265   180.0    0.4   11.6   18.1   11.3   22.4
  144     266   188.5    0.5   11.4   18.1   11.4   22.3
  145     267   197.1    0.5   11.3   18.1   11.4   22.2
  146     268   205.7    0.5   11.1   18.1   11.4   22.1
  147     269   214.3    0.5   10.9   18.0   11.5   22.0
  148     270   222.8    0.6   10.7   18.0   11.5   21.9
  149     271   231.4    0.6   10.5   18.0   11.5   21.8
  150     272   240.0    0.6   10.4   17.9   11.5   21.7
  151     273   248.5    0.6   10.2   17.9   11.6   21.6
  152     274   257.1    0.6   10.0   17.9   11.6   21.5
  153     275   265.7    0.7    9.8   17.8   11.6   21.4
  154     276   274.2    0.7    9.6   17.8   11.7   21.3
  155     277   282.8    0.7    9.5   17.7   11.7   21.2
  156     278   291.4    0.7    9.3   17.7   11.7   21.1
  157     279   300.0    0.7    9.1   17.6   11.7   21.0
  158     280   308.5    0.8    8.9   17.6   11.8   20.9
  159     281   317.1    0.8    8.7   17.5   11.8   20.8
  160     282   325.7    0.8    8.6   17.5   11.8   20.7
  161     283   334.2    0.8    8.4   17.4   11.9   20.6
  162     284   342.8    0.9    8.2   17.3   11.9   20.5
  163     285   351.4    0.9    8.0   17.3   11.9   20.4
  164     286   359.9    0.9    7.9   17.2   11.9   20.3
  165     287   368.5    0.9    7.7   17.1   11.9   20.2
  166     288   377.1    0.9    7.5   17.1   12.0   20.1
  167     289   385.7    1.0    7.3   17.0   12.0   20.0
  168     290   394.2    1.0    7.2   16.9   12.0   19.9
  169     291   402.8    1.0    7.0   16.8   12.0   19.8
  170     292   411.4    1.0    6.8   16.8   12.1   19.7
  171     293   419.9    1.0    6.7   16.7   12.1   19.6
  172     294   428.5    1.1    6.5   16.6   12.1   19.5
  173     295   437.1    1.1    6.3   16.5   12.1   19.4
  174     296   445.6    1.1    6.2   16.4   12.1   19.3
  175     297   454.2    1.1    6.0   16.4   12.2   19.2
  176     298   462.8    1.2    5.8   16.3   12.2   19.1
  177     299   471.4    1.2    5.7   16.2   12.2   19.0
  178     300   479.9    1.2    5.5   16.1   12.2   18.9
  179     301   488.5    1.2    5.4   16.0   12.2   18.8
  180     302   497.1    1.2    5.2   15.9   12.3   18.7
  181     303   505.6    1.3    5.0   15.8   12.3   18.6
  182     304   514.2    1.3    4.9   15.7   12.3   18.5
  183     305   522.8    1.3    4.7   15.6   12.3   18.4
  184     306   531.3    1.3    4.6   15.5   12.3   18.3
  185     307   539.9    1.3    4.4   15.4   12.3   18.2
  186     308   548.5    1.4    4.3   15.3   12.3   18.1
  187     309   557.1    1.4    4.1   15.2   12.4   18.0
  188     310   565.6    1.4    4.0   15.1   12.4   17.9
  189     311   574.2    1.4    3.9   15.0   12.4   17.8
  190     312   582.8    1.5    3.7   14.9   12.4   17.8
  191     313   591.3    1.5    3.6   14.8   12.4   17.7
  192     314   599.9    1.5    3.5   14.6   12.4   17.6
  193     315   608.5    1.5    3.3   14.5   12.4   17.5
  194     316   617.0    1.5    3.2   14.4   12.4   17.4
  195     317   625.6    1.6    3.1   14.3   12.4   17.3
  196     318   634.2    1.6    2.9   14.2   12.5   17.2
  197     319   642.8    1.6    2.8   14.1   12.5   17.1
  198     320   651.3    1.6    2.7   13.9   12.5   17.1
  199     321   659.9    1.6    2.6   13.8   12.5   17.0
  200     322   668.5    1.7    2.5   13.7   12.5   16.9
  201     323   677.0    1.7    2.3   13.6   12.5   16.8
  202     324   685.6    1.7    2.2   13.5   12.5   16.7
  203     325   694.2    1.7    2.1   13.3   12.5   16.6
  204     326   702.7    1.8    2.0   13.2   12.5   16.6
  205     327   711.3    1.8    1.9   13.1   12.5   16.5
  206     328   719.9    1.8    1.8   13.0   12.5   16.4
  207     329   728.5    1.8    1.7   12.8   12.5   16.3
  208     330   737.0    1.8    1.6   12.7   12.5   16.2
  209     331   745.6    1.9    1.5   12.6   12.5   16.2
  210     332   754.2    1.9    1.4   12.4   12.5   16.1
  211     333   762.7    1.9    1.3   12.3   12.5   16.0
  212     334   771.3    1.9    1.2   12.2   12.5   15.9
  213     335   779.9    1.9    1.2   12.1   12.5   15.9
  214     336   788.4    2.0    1.1   11.9   12.5   15.8
  215     337   797.0    2.0    1.0   11.8   12.5   15.7
  216     338   805.6    2.0    0.9   11.7   12.5   15.7
  217     339   814.2    2.0    0.8   11.5   12.5   15.6
  218     340   822.7    2.1    0.8   11.4   12.5   15.5
  219     341   831.3    2.1    0.7   11.3   12.5   15.5
  220     342   839.9    2.1    0.6   11.1   12.5   15.4
  221     343   848.4    2.1    0.6   11.0   12.5   15.3
  222     344   857.0    2.1    0.5   10.9   12.5   15.3
  223     345   865.6    2.2    0.5   10.7   12.5   15.2
  224     346   874.1    2.2    0.4   10.6   12.4   15.1
  225     347   882.7    2.2    0.4   10.5   12.4   15.1
  226     348   891.3    2.2    0.3   10.3   12.4   15.0
  227     349   899.9    2.2    0.3   10.2   12.4   15.0
  228     350   908.4    2.3    0.2   10.1   12.4   14.9
  229     351   917.0    2.3    0.2    9.9   12.4   14.8
  230     352   925.6    2.3    0.2    9.8   12.4   14.8
  231     353   934.1    2.3    0.1    9.7   12.4   14.7
  232     354   942.7    2.4    0.1    9.5   12.4   14.7
  233     355   951.3    2.4    0.1    9.4   12.3   14.6
  234     356   959.8    2.4    0.1    9.3   12.3   14.6
  235     357   968.4    2.4    0.0    9.1   12.3   14.5
  236     358   977.0    2.4    0.0    9.0   12.3   14.5
  237     359   985.6    2.5    0.0    8.9   12.3   14.4
  238     360   994.1    2.5    0.0    8.7   12.3   14.4
  239     361  1002.7    2.5    0.0    8.6   12.3   14.3
  240     362  1011.3    2.5    0.0    8.5   12.2   14.3
  241     363  1019.8    2.5    0.0    8.4   12.2   14.3
  242     364  1028.4    2.6    0.0    8.2   12.2   14.2
  243     365  1037.0    2.6    0.0    8.1   12.2   14.2
  244       1  1045.5    2.6    0.0    8.0   12.2   14.1
  245       2  1054.1    2.6    0.0    7.9   12.1   14.1
  246       3  1062.7    2.7    0.0    7.7   12.1   14.1
  247       4  1071.3    2.7    0.1    7.6   12.1   14.0
  248       5  1079.8    2.7    0.1    7.5   12.1   14.0
  249       6  1088.4    2.7    0.1    7.4   12.1   14.0
  250       7  1097.0    2.7    0.1    7.2   12.0   13.9
  251       8  1105.5    2.8    0.2    7.1   12.0   13.9
  252       9  1114.1    2.8    0.2    7.0   12.0   13.9
  253      10  1122.7    2.8    0.2    6.9   12.0   13.8
  254      11  1131.2    2.8    0.3    6.8   11.9   13.8
  255      12  1139.8    2.8    0.3    6.6   11.9   13.8
  256      13  1148.4    2.9    0.4    6.5   11.9   13.8
  257      14  1156.9    2.9    0.4    6.4   11.9   13.7
  258      15  1165.5    2.9    0.5    6.3   11.9   13.7
  259      16  1174.1    2.9    0.5    6.2   11.8   13.7
  260      17  1182.7    3.0    0.6    6.1   11.8   13.7
  261      18  1191.2    3.0    0.6    6.0   11.8   13.7
  262      19  1199.8    3.0    0.7    5.9   11.7   13.7
  263      20  1208.4    3.0    0.8    5.8   11.7   13.6
  264      21  1216.9    3.0    0.8    5.7   11.7   13.6
  265      22  1225.5    3.1    0.9    5.5   11.7   13.6
  266      23  1234.1    3.1    1.0    5.4   11.6   13.6
  267      24  1242.6    3.1    1.1    5.3   11.6   13.6
  268      25  1251.2    3.1    1.2    5.2   11.6   13.6
  269      26  1259.8    3.1    1.2    5.2   11.5   13.6
  270      27  1268.4    3.2    1.3    5.1   11.5   13.6
  271      28  1276.9    3.2    1.4    5.0   11.5   13.6
  272      29  1285.5    3.2    1.5    4.9   11.5   13.6
  273      30  1294.1    3.2    1.6    4.8   11.4   13.6
  274      31  1302.6    3.3    1.7    4.7   11.4   13.6
  275      32  1311.2    3.3    1.8    4.6   11.4   13.6
  276      33  1319.8    3.3    1.9    4.5   11.3   13.6
  277      34  1328.3    3.3    2.0    4.4   11.3   13.6
  278      35  1336.9    3.3    2.1    4.3   11.3   13.6
  279      36  1345.5    3.4    2.2    4.3   11.2   13.6
  280      37  1354.1    3.4    2.3    4.2   11.2   13.6
  281      38  1362.6    3.4    2.5    4.1   11.2   13.6
  282      39  1371.2    3.4    2.6    4.0   11.1   13.6
  283      40  1379.8    3.4    2.7    4.0   11.1   13.6
  284      41  1388.3    3.5    2.8    3.9   11.1   13.6
  285      42  1396.9    3.5    2.9    3.8   11.0   13.6
  286      43  1405.5    3.5    3.1    3.8   11.0   13.6
  287      44  1414.0    3.5    3.2    3.7   11.0   13.7
  288      45  1422.6    3.6    3.3    3.6   10.9   13.7
  289      46  1431.2    3.6    3.5    3.6   10.9   13.7
  290      47  1439.8    3.6    3.6    3.5   10.9   13.7
  291      48  1448.3    3.6    3.7    3.5   10.8   13.7
  292      49  1456.9    3.6    3.9    3.4   10.8   13.8
  293      50  1465.5    3.7    4.0    3.3   10.8   13.8
  294      51  1474.0    3.7    4.1    3.3   10.7   13.8
  295      52  1482.6    3.7    4.3    3.2   10.7   13.8
  296      53  1491.2    3.7    4.4    3.2   10.7   13.8
  297      54  1499.7    3.7    4.6    3.2   10.6   13.9
  298      55  1508.3    3.8    4.7    3.1   10.6   13.9
  299      56  1516.9    3.8    4.9    3.1   10.6   13.9
  300      57  1525.5    3.8    5.0    3.0   10.5   14.0
  301      58  1534.0    3.8    5.2    3.0   10.5   14.0
  302      59  1542.6    3.9    5.4    3.0   10.5   14.0
  303      60  1551.2    3.9    5.5    2.9   10.4   14.1
  304      61  1559.7    3.9    5.7    2.9   10.4   14.1
  305      62  1568.3    3.9    5.8    2.9   10.4   14.1
  306      63  1576.9    3.9    6.0    2.9   10.3   14.2
  307      64  1585.4    4.0    6.2    2.8   10.3   14.2
  308      65  1594.0    4.0    6.3    2.8   10.2   14.2
  309      66  1602.6    4.0    6.5    2.8   10.2   14.3
  310      67  1611.2    4.0    6.7    2.8   10.2   14.3
  311      68  1619.7    4.0    6.8    2.8   10.1   14.4
  312      69  1628.3    4.1    7.0    2.8   10.1   14.4
  313      70  1636.9    4.1    7.2    2.8   10.1   14.4
  314      71  1645.4    4.1    7.3    2.8   10.0   14.5
  315      72  1654.0    4.1    7.5    2.8   10.0   14.5
  316      73  1662.6    4.2    7.7    2.7   10.0   14.6
  317      74  1671.1    4.2    7.9    2.8    9.9   14.6
  318      75  1679.7    4.2    8.0    2.8    9.9   14.7
  319      76  1688.3    4.2    8.2    2.8    9.9   14.7
  320      77  1696.9    4.2    8.4    2.8    9.8   14.8
  321      78  1705.4    4.3    8.6    2.8    9.8   14.8
  322      79  1714.0    4.3    8.7    2.8    9.8   14.9
  323      80  1722.6    4.3    8.9    2.8    9.7   14.9
  324      81  1731.1    4.3    9.1    2.8    9.7   15.0
  325      82  1739.7    4.3    9.3    2.8    9.7   15.0
  326      83  1748.3    4.4    9.5    2.9    9.7   15.1
  327      84  1756.8    4.4    9.6    2.9    9.6   15.1
  328      85  1765.4    4.4    9.8    2.9    9.6   15.2
  329      86  1774.0    4.4   10.0    2.9    9.6   15.3
  330      87  1782.6    4.5   10.2    3.0    9.5   15.3
  331      88  1791.1    4.5   10.4    3.0    9.5   15.4
  332      89  1799.7    4.5   10.5    3.0    9.5   15.4
  333      90  1808.3    4.5   10.7    3.1    9.4   15.5
  334      91  1816.8    4.5   10.9    3.1    9.4   15.6
  335      92  1825.4    4.6   11.1    3.2    9.4   15.6
  336      93  1834.0    4.6   11.3    3.2    9.4   15.7
  337      94  1842.5    4.6   11.4    3.2    9.3   15.7
  338      95  1851.1    4.6   11.6    3.3    9.3   15.8
  339      96  1859.7    4.6   11.8    3.3    9.3   15.9
  340      97  1868.3    4.7   12.0    3.4    9.2   15.9
  341      98  1876.8    4.7   12.2    3.5    9.2   16.0
  342      99  1885.4    4.7   12.3    3.5    9.2   16.1
  343     100  1894.0    4.7   12.5    3.6    9.2   16.1
  344     101  1902.5    4.8   12.7    3.6    9.1   16.2
  345     102  1911.1    4.8   12.9    3.7    9.1   16.3
  346     103  1919.7    4.8   13.0    3.8    9.1   16.3
  347     104  1928.2    4.8   13.2    3.8    9.1   16.4
  348     105  1936.8    4.8   13.4    3.9    9.0   16.5
  349     106  1945.4    4.9   13.6    4.0    9.0   16.5
  350     107  1954.0    4.9   13.7    4.0    9.0   16.6
  351     108  1962.5    4.9   13.9    4.1    9.0   16.7
  352     109  1971.1    4.9   14.1    4.2    8.9   16.8
  353     110  1979.7    4.9   14.3    4.3    8.9   16.8
  354     111  1988.2    5.0   14.4    4.3    8.9   16.9
  355     112  1996.8    5.0   14.6    4.4    8.9   17.0
  356     113  2005.4    5.0   14.8    4.5    8.9   17.0
  357     114  2013.9    5.0   14.9    4.6    8.8   17.1
  358     115  2022.5    5.1   15.1    4.7    8.8   17.2
  359     116  2031.1    5.1   15.2    4.8    8.8   17.3
  360     117  2039.7    5.1   15.4    4.9    8.8   17.3
  361     118  2048.2    5.1   15.6    5.0    8.8   17.4
  362     119  2056.8    5.1   15.7    5.1    8.8   17.5
  363     120  2065.4    5.2   15.9    5.2    8.7   17.5
  364     121  2073.9    5.2   16.0    5.2    8.7   17.6
  365     122     8.6    0.0   16.2    5.3    8.7   25.2
  366     123    17.1    0.0   16.3    5.4    8.7   25.0
  367     124    25.7    0.1   16.5    5.5    8.7   25.0
  368     125    34.3    0.1   16.6    5.7    8.7   25.1
  369     126    42.8    0.1   16.8    5.8    8.6   25.2
  370     127    51.4    0.1   16.9    5.9    8.6   25.2
  371     128    60.0    0.1   17.1    6.0    8.6   25.3
  372     129    68.6    0.2   17.2    6.1    8.6   25.4
  373     130    77.1    0.2   17.3    6.2    8.6   25.4
  374     131    85.7    0.2   17.5    6.3    8.6   25.5
  375     132    94.3    0.2   17.6    6.4    8.6   25.6
